,order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,mql_id,sr_id,business_segment,lead_type,has_company,business_type,total_order_value,seller_zip_code_prefix,seller_city,seller_state,product_category_name_english,first_contact_date,landing_page_id,origin
64680,93c83ea3b4b085801b081e301cb244e3,1,6df27920464e957f2b897ce928f1b556,42fa4ee7240e9b8eb4576358ec142ba7,2018-04-17 17:35:19,204.0,16.28,c7f1da0a5723f5afd7996648fa9c20d5,d3d1e91a157ea7f90548eef82f1955e3,household_utilities,online_medium,,reseller,220.28,95012,caxias do sul,RS,housewares,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
64718,93d9dad77a7490e2f2618470129d8f83,1,80be7f3c94ee90b42197f718de0ea371,612170e34b97004b3ba37eae81836b4c,2018-07-10 08:10:53,429.9,19.94,327174d3648a2d047e8940d7d15204ca,6565aa9ce3178a5caf6171827af3a9ba,home_appliances,online_big,,reseller,449.84,93542,novo hamburgo,RS,baby,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search
64753,93ef5624aaaeded1aa197fd63116d902,1,366dbf5b3f67b090f640ae9573b757ee,8a432f4e5b471f8da497d7dc517666e2,2018-07-09 20:50:49,43.0,13.88,384008daaa0f14b58912d8648101fdd0,c638112b43f1d1b86dcabb0da720c901,bed_bath_table,online_big,,reseller,56.88,19042,presidente prudente,SP,bed_bath_table,2018-02-27,ce1a65abd0973638f1c887a6efcfa82d,organic_search
64763,93f09cc1052604f96116493cbf93606b,1,d37b48918cb999510be8ea3bfded4c94,77a515caa36327151d1cc6c32a9f00e1,2018-07-31 20:50:21,93.6,8.82,bd47dc58209bc820d555f935bf055e40,4ef15afb4b2723d8f3d81e51ec7afefe,stationery,industry,,manufacturer,102.41999999999999,9912,diadema,SP,stationery,2018-02-04,0218f6be0b76aca72ab4d00ee9e8cf10,paid_search
64766,93f1a4071d3c96b7aa72f3fa4d5be36b,1,5e6248437b2668bba62c0fdd71eaf72d,03a2a6dcbe45d639c4dc2a0d24769c40,2018-08-14 14:26:11,159.95,27.42,586e57a7ef16035bd85e2dcf44248130,4ef15afb4b2723d8f3d81e51ec7afefe,construction_tools_house_garden,online_beginner,,reseller,187.37,9340,maua,SP,garden_tools,2018-02-05,88740e65d5d6b056e0cda098e1ea6313,social
64784,93fc25a3df1ceb609f6d18ec3ad2470e,1,dd99b3c94bf585d3a13a018e9eeed07f,d3dcf0604eabf0224fbd5948b5e02f69,2018-03-01 20:31:29,549.0,18.6,31aa9651503a33c7f28f2a6e4d46b6e0,4ef15afb4b2723d8f3d81e51ec7afefe,music_instruments,online_medium,,reseller,567.6,3654,sao paulo,SP,musical_instruments,2018-01-12,b76ef37428e6799c421989521c0e5077,unknown
64800,94072af7dce5862d93084c2494df0a38,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,2018-05-07 11:31:37,99.9,0.0,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,99.9,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
64802,94078496f9b59a9d885f033870393097,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,2018-05-07 21:51:40,99.9,0.0,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,99.9,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
64823,94140a08f88b5440f7fc0e4b0fcfc3bb,1,a1e903cd2d23763ef8b85ec12eb79d9c,28f10b1c5e5abb9d4857745bede6147c,2018-06-28 18:58:30,42.0,12.95,3559ec2c1c4f29266d1c1eb0f1164549,85fc447d336637ba1df43e793199fbc8,audio_video_electronics,online_big,,reseller,54.95,4250,sao paulo,SP,sports_leisure,2018-04-09,58326e62183c14b0c03085c33b9fdc44,social
64827,941638a41a3674d12166261747988666,1,3e08b2e39d6d62bba485dfd958639662,f3c38ab652836d21de61fb8314b69182,2018-07-09 11:31:49,335.0,23.65,713db6add2b5e85a240d2daffd3e9dab,4ef15afb4b2723d8f3d81e51ec7afefe,computers,online_small,,reseller,358.65,1206,sao paulo,SP,electronics,2018-03-19,ce1a65abd0973638f1c887a6efcfa82d,paid_search
64843,942456653f776d428a6107bb73f7780c,1,88a3f73bd7326cded0153029c775d145,3ab971ce71839580d2ae5b4e40fe8044,2018-08-20 13:24:20,119.0,16.13,6dfdc6a7e91f5d20a16c956c33974ca5,2695de1affa7750089c0455f8ce27021,home_decor,online_big,,reseller,135.13,3210,sao paulo,SP,sports_leisure,2018-04-04,40dec9f3d5259a3d2dbcdab2114fae47,organic_search
64844,942456653f776d428a6107bb73f7780c,2,88a3f73bd7326cded0153029c775d145,3ab971ce71839580d2ae5b4e40fe8044,2018-08-20 13:24:20,119.0,16.13,6dfdc6a7e91f5d20a16c956c33974ca5,2695de1affa7750089c0455f8ce27021,home_decor,online_big,,reseller,270.26,3210,sao paulo,SP,sports_leisure,2018-04-04,40dec9f3d5259a3d2dbcdab2114fae47,organic_search
64883,943d83bc0b941f91df93c23dcf916cba,1,2ad3b6ce77f3c97f0350b5752cbe4518,f3c38ab652836d21de61fb8314b69182,2018-04-24 19:55:16,55.0,22.97,713db6add2b5e85a240d2daffd3e9dab,4ef15afb4b2723d8f3d81e51ec7afefe,computers,online_small,,reseller,77.97,1206,sao paulo,SP,computers_accessories,2018-03-19,ce1a65abd0973638f1c887a6efcfa82d,paid_search
64915,9451af299c7a1f4f25e00283ec35f778,1,64b4f32393cbf55be791078e7a2adca0,612170e34b97004b3ba37eae81836b4c,2018-07-26 08:50:16,119.9,18.94,327174d3648a2d047e8940d7d15204ca,6565aa9ce3178a5caf6171827af3a9ba,home_appliances,online_big,,reseller,138.84,93542,novo hamburgo,RS,watches_gifts,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search
64945,9463979a72f79c0324a07095d572007e,1,3003a2841d6a775095317139ed2f7943,6f83d9e4da896daae20b9b6b2d3ff8d2,2018-03-29 02:27:39,57.9,18.29,287915711d06ce6d90e2c18e1d89d3a6,d3d1e91a157ea7f90548eef82f1955e3,household_utilities,industry,,reseller,76.19,84925,pinhalao,PR,housewares,2018-03-13,ce1a65abd0973638f1c887a6efcfa82d,organic_search
64959,946f3e7b0d6366f4485b948f11d01ee5,2,777c635c0e75758c283037a6ae684c20,ce616e1913288884e7742faac9d981db,2018-08-13 07:35:14,29.6,17.91,b668bbfcf4f79f076b2210cb21e87734,4ef15afb4b2723d8f3d81e51ec7afefe,construction_tools_house_garden,online_big,,manufacturer,95.02000000000001,6711,cotia,SP,auto,2018-04-26,22c29808c4f815213303f8933030604c,direct_traffic
64998,94895f7d1c2013757411b7ea098bd37e,1,e47b2f2b628e82c961a82a68a4400339,88cf19ec1fc2c58f161aee259d57142c,2018-08-16 16:31:10,43.0,12.96,e7d22b2d896aff8c14d0f1f6c7ff151b,85fc447d336637ba1df43e793199fbc8,household_utilities,online_big,,reseller,55.96,13570,sao carlos,SP,small_appliances_home_oven_and_coffee,2018-04-12,ce1a65abd0973638f1c887a6efcfa82d,organic_search
65033,94a224f03c816cd9a1d94b886e26da80,1,bce474cc95b6e77657e10939b0b4248c,7d13fca15225358621be4086e1eb0964,2018-03-08 18:48:48,149.9,15.8,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,165.70000000000002,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
65035,94a280e9178a824b49777271fdf8e5cc,1,3e824028352cd013af85473283f832ce,db2956745b3a8e9f3785c99f34b5d25e,2018-06-19 09:15:32,210.0,20.66,e84d3444422cda735543114cf5df6b95,de63de0d10a6012430098db33c679b0b,audio_video_electronics,online_medium,,manufacturer,230.66,11600,sao sebastiao,SP,health_beauty,2018-03-13,b76ef37428e6799c421989521c0e5077,unknown
65132,94d3ee0bc2a0af9d4fa47a4d63616e8d,1,461f43be3bdf8844e65b62d9ac2c7a5a,7d13fca15225358621be4086e1eb0964,2018-05-08 15:58:47,115.0,18.69,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,133.69,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
65177,94f1c6e75d7f8c25a1094c0f45ac1a07,1,5c61329e1b7e18310bbc294c17cd47bb,caa9bc43a9fe8cf9c564ddd8a03cc4a6,2018-05-14 11:35:58,99.99,13.14,239ce949b3bcb25a0c47779fe37c80e0,4ef15afb4b2723d8f3d81e51ec7afefe,toys,online_medium,,reseller,113.13,12308,jacarei,SP,toys,2018-03-27,b76ef37428e6799c421989521c0e5077,unknown
65198,94fba1bfb7cfc7150d1b2a902bb4f14a,1,5f42d57952b7815098979a5c4fa6f82a,c70c1b0d8ca86052f45a432a38b73958,2018-05-10 11:15:14,110.32,7.64,7b6ad2297d3beb569ddf3ee1ce22ffa8,060c0a26f19f4d66b42e0d8796688490,health_beauty,online_medium,,reseller,117.96,13186,hortolandia,SP,health_beauty,2018-03-13,22c29808c4f815213303f8933030604c,paid_search
65231,95149a14172495a0aef0ac5c59f95d1c,1,dabe0ebb4c28b903d35030ba1b6c8797,7d13fca15225358621be4086e1eb0964,2018-08-24 18:29:09,243.0,9.07,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,252.07,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
65232,95160939719ddfef2f951cc36e468567,1,4deb009c36a910076a023947a7929201,6a38087bc8ad4f89ff453561005f6dea,2018-08-08 11:10:20,49.9,7.93,99fc32e3c05e03597a692c4fd9a9d162,4ef15afb4b2723d8f3d81e51ec7afefe,computers,online_big,,reseller,57.83,75123,anapolis,GO,consoles_games,2018-05-11,7fa6214d82e911d070f51ef79381b956,referral
65261,952733b92a94a4d2817cbea6afbc4011,1,832b74a0faa3b602a48e0f20990adaf7,c70c1b0d8ca86052f45a432a38b73958,2018-06-21 22:00:21,110.32,13.43,7b6ad2297d3beb569ddf3ee1ce22ffa8,060c0a26f19f4d66b42e0d8796688490,health_beauty,online_medium,,reseller,123.75,13186,hortolandia,SP,health_beauty,2018-03-13,22c29808c4f815213303f8933030604c,paid_search
65262,952733b92a94a4d2817cbea6afbc4011,2,aa70ae9ee9a798d44ae6e00ce6d82cb1,c70c1b0d8ca86052f45a432a38b73958,2018-06-21 22:00:21,110.32,13.43,7b6ad2297d3beb569ddf3ee1ce22ffa8,060c0a26f19f4d66b42e0d8796688490,health_beauty,online_medium,,reseller,247.5,13186,hortolandia,SP,health_beauty,2018-03-13,22c29808c4f815213303f8933030604c,paid_search
65273,952c3a4510a7db68bfa6a957bdfa0aeb,1,909b87db6cb3a7ab26bd03cc59860136,59cea8e446d3834393058e7e0666b6fb,2018-08-06 15:24:14,39.9,8.02,c36d210f50e7ef3103da68ab61efd093,d3d1e91a157ea7f90548eef82f1955e3,small_appliances,online_big,,reseller,47.92,87050,maringa,PR,computers_accessories,2018-04-23,b76ef37428e6799c421989521c0e5077,unknown
65314,9546aa638d07ac340a91c59b0b2dee96,1,4732ecf5e4abee8f7ff4d1b8df0f7af5,a11a0e0ca67423425691db355cff69b0,2018-08-16 16:15:17,189.0,17.51,9bde09f29256de88f4897345646c850c,d3d1e91a157ea7f90548eef82f1955e3,car_accessories,online_medium,,manufacturer,206.51,13330,indaiatuba,SP,auto,2018-05-04,358adb2fee9a122549618e46925a00a5,paid_search
65353,95602660d1840a734d33125e90ce2b00,1,f3ea2d1b49592d576d19a27fc400392a,f46490624488d3ff7ce78613913a7711,2018-08-08 05:15:19,219.49,8.8,98826328c3a60215e53b342560084571,068066e24f0c643eb1d089c7dd20cd73,health_beauty,online_big,,reseller,228.29000000000002,7194,guarulhos,SP,health_beauty,2018-04-04,73f31a40697cc90a86c1273563ac230e,other
65362,9562a9a598a619a1726397eb5246e623,1,c4ee4437696f1885d323b41852fedc8c,dfa0c4c6229ab200a4a1336b4d7128ff,2018-06-15 16:02:12,26.4,15.29,ac029f072468dd8c97c15f0a9fa96f00,6565aa9ce3178a5caf6171827af3a9ba,home_decor,online_medium,,reseller,41.69,88085,florianopolis,SC,housewares,2018-04-10,1baca9df5850e5ba75545d8b2eb8d966,paid_search
65398,9579d15470e621248235c5cb9164130e,1,6c09be1fc42a113b2f3e558d7df2f133,671585f5a2af58b6e276bc01003c0d2b,2018-08-16 20:50:23,45.0,15.42,37d92d59a2b02e0256aa1d2bddcfa50d,4ef15afb4b2723d8f3d81e51ec7afefe,household_utilities,online_medium,,manufacturer,60.42,80510,curitiba,PR,housewares,2018-01-07,88740e65d5d6b056e0cda098e1ea6313,social
65418,95807754346c1a01b8040f29f42f74d7,1,963d31ba36326bbc6c8da3be482de3c6,e0a3c37054ade6478d923a6efc10f308,2018-07-09 21:31:31,109.9,15.22,eb454ad6be830064d49727814426bb6e,56bf83c4bb35763a51c2baab501b4c67,baby,online_beginner,,manufacturer,125.12,88340,camboriu,SC,baby,2018-02-12,0218f6be0b76aca72ab4d00ee9e8cf10,paid_search
65429,9583e5c37c1a090275e8af994d6b3231,1,93323c2cfff65a81c9da5566fcdde69f,134285d1f41da5c13a756ee8142c8a4e,2018-06-14 22:17:34,76.0,8.3,009ff90f082aaa9fcd6e14caf65c7cc6,9e4d1098a3b0f5da39b0bc48f9876645,car_accessories,online_big,,reseller,84.3,2523,sao paulo,SP,auto,2018-03-19,4aab772aeb9833c170d8ea5413e02eac,paid_search
65467,95a0ff508a5ed31c41ba5c1139fdc8c5,1,cd322544c79e58e64b103bdceccc507e,d566c37fa119d5e66c4e9052e83ee4ea,2018-04-23 12:53:47,30.9,12.79,186f0892f13de5443c0b6d042a6ddde0,495d4e95a8cf8bbf8b432b612a2aa328,sports_leisure,online_big,,reseller,43.69,4131,sao paulo,SP,sports_leisure,2018-01-26,a7982125ff7aa3b2054c6e44f9d28522,organic_search
65471,95a73758f9a0f238d54fbdcc11617ee4,1,53a19e181057f10a84c7b2cb539c722a,e1dc0754bada9ee4cfe9713f22f61292,2018-08-06 05:05:16,85.0,16.79,4653dc197e56d94547c86d7a3af40833,4ef15afb4b2723d8f3d81e51ec7afefe,toys,online_medium,,reseller,101.78999999999999,25035,duque de caxias,RJ,cool_stuff,2018-03-02,b76ef37428e6799c421989521c0e5077,organic_search
65502,95be8cd93b77a78622e9a813b31cc0df,1,e3dd5a5b73bfbb610ada4ed74a6612b6,70c27847eca8195c983ed7e798c56743,2018-08-16 23:05:15,69.99,15.59,fc4166d1b1e192f650ee2d807b54c943,4ef15afb4b2723d8f3d81e51ec7afefe,pet,online_small,,reseller,85.58,20930,rio de janeiro,RJ,pet_shop,2018-01-16,88740e65d5d6b056e0cda098e1ea6313,social
65540,95d6357ffe41aa6d2998852a710c70a0,1,98224bfc1eaadb3a394ec334c60453ff,ce616e1913288884e7742faac9d981db,2018-06-12 19:15:14,3.5,18.23,b668bbfcf4f79f076b2210cb21e87734,4ef15afb4b2723d8f3d81e51ec7afefe,construction_tools_house_garden,online_big,,manufacturer,21.73,6711,cotia,SP,auto,2018-04-26,22c29808c4f815213303f8933030604c,direct_traffic
65541,95d6357ffe41aa6d2998852a710c70a0,2,98224bfc1eaadb3a394ec334c60453ff,ce616e1913288884e7742faac9d981db,2018-06-12 19:15:14,3.5,18.23,b668bbfcf4f79f076b2210cb21e87734,4ef15afb4b2723d8f3d81e51ec7afefe,construction_tools_house_garden,online_big,,manufacturer,43.46,6711,cotia,SP,auto,2018-04-26,22c29808c4f815213303f8933030604c,direct_traffic
65542,95d6357ffe41aa6d2998852a710c70a0,3,98224bfc1eaadb3a394ec334c60453ff,ce616e1913288884e7742faac9d981db,2018-06-12 19:15:14,3.5,18.23,b668bbfcf4f79f076b2210cb21e87734,4ef15afb4b2723d8f3d81e51ec7afefe,construction_tools_house_garden,online_big,,manufacturer,65.19,6711,cotia,SP,auto,2018-04-26,22c29808c4f815213303f8933030604c,direct_traffic
65543,95d6357ffe41aa6d2998852a710c70a0,4,98224bfc1eaadb3a394ec334c60453ff,ce616e1913288884e7742faac9d981db,2018-06-12 19:15:14,3.5,18.23,b668bbfcf4f79f076b2210cb21e87734,4ef15afb4b2723d8f3d81e51ec7afefe,construction_tools_house_garden,online_big,,manufacturer,86.92,6711,cotia,SP,auto,2018-04-26,22c29808c4f815213303f8933030604c,direct_traffic
65544,95d6357ffe41aa6d2998852a710c70a0,5,98224bfc1eaadb3a394ec334c60453ff,ce616e1913288884e7742faac9d981db,2018-06-12 19:15:14,3.5,18.23,b668bbfcf4f79f076b2210cb21e87734,4ef15afb4b2723d8f3d81e51ec7afefe,construction_tools_house_garden,online_big,,manufacturer,108.65,6711,cotia,SP,auto,2018-04-26,22c29808c4f815213303f8933030604c,direct_traffic
65550,95d8d3c4c0f3ac475f40696807344776,1,417c36fe8603e10f20aba1359eb8e2f4,2d42ebcda99fd55f6f4bc2f1ca035d50,2018-07-11 18:10:50,89.0,18.72,d25814a309be54d1d2279a4ff921ea28,9e4d1098a3b0f5da39b0bc48f9876645,home_decor,online_big,,reseller,107.72,76400,uruacu,GO,small_appliances,2018-02-25,88740e65d5d6b056e0cda098e1ea6313,social
65573,95e6c94960f10f4af53767f027c9eae5,1,700e755cb2df115278726cbf8cc322fd,54c04bdb5ec46762f8f08c7e8f86ed4a,2018-07-05 00:30:16,270.0,26.24,1217984b38cadfb4b1c15f30a3212680,4ef15afb4b2723d8f3d81e51ec7afefe,food_supplement,online_medium,,reseller,296.24,88037,florianopolis,SC,sports_leisure,2018-01-24,40dec9f3d5259a3d2dbcdab2114fae47,organic_search
65577,95e8e7edf6d02da861e93170a9953465,1,a4385c12734e0937f4514a3cde277925,7d13fca15225358621be4086e1eb0964,2018-03-08 15:55:40,350.0,13.95,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,363.95,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
65596,95eff09285b23ea3424139fc2c71c692,1,9bfc55df037ce3ac01bfd84781adf7e5,7d13fca15225358621be4086e1eb0964,2018-05-07 16:35:21,590.0,16.57,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,606.57,14050,ribeirao preto,SP,audio,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
65608,95f7c9a70e61538871a0c98ac42654d7,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,2018-03-06 18:15:32,128.89,15.65,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,144.54,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
65621,96006ddb955ba7f1a9e86d986f6149f3,1,51d35e4714b113bccacfe7248a13375a,7ff588a03c2aeae4fbd23f9ae64b760d,2018-07-04 09:10:28,28.56,18.3,d0b16c2b9e945575082a7e81f6f933b0,de63de0d10a6012430098db33c679b0b,car_accessories,online_big,,reseller,46.86,7183,guarulhos,SP,auto,2018-04-23,40dec9f3d5259a3d2dbcdab2114fae47,paid_search
65722,963dd4dc90067e6cc40c3ddb89e991be,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,2018-05-07 02:10:56,99.9,0.0,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,99.9,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
65726,96404c3575d9bea57012b0210139a1d6,1,a8bb7885faf316d9a5062d42d2b2fba4,02f623a8eb246f3c5f7c2f96462654e6,2018-05-02 15:30:17,129.0,19.87,ffdd99e05df27c02a2fb1669d49e0c76,56bf83c4bb35763a51c2baab501b4c67,sports_leisure,online_medium,,reseller,148.87,18611,botucatu,SP,sports_leisure,2018-04-16,22c29808c4f815213303f8933030604c,organic_search
65738,9646824929f3639e4b1733a40e3ae25a,1,e932008cf0ea7c93a077dd8d7e5f49eb,fcdd820084f17e9982427971e4e9d47f,2018-03-13 15:30:49,145.0,19.09,2708ccf204c47df56b5469327e900581,4ef15afb4b2723d8f3d81e51ec7afefe,household_utilities,online_big,,manufacturer,164.09,14075,ribeirao preto,SP,air_conditioning,2018-02-02,b76ef37428e6799c421989521c0e5077,unknown
65746,964d26975fc593c3862d2478025f51cf,1,c5079acea9d34174b1948b00f599d2d2,980640c45d7a4635885491d077167e4d,2018-08-09 13:05:13,74.89,8.68,68482ad368c7b9779cf50a7164815379,de63de0d10a6012430098db33c679b0b,bags_backpacks,online_medium,,reseller,83.57,13501,rio claro,SP,stationery,2018-05-22,b76ef37428e6799c421989521c0e5077,unknown
65748,964d7960d6a2fad0dbe19f9365bfac2d,1,6d97e5cb4df5111845c6aaafba7111ca,88cf19ec1fc2c58f161aee259d57142c,2018-07-30 11:24:22,134.99,13.61,e7d22b2d896aff8c14d0f1f6c7ff151b,85fc447d336637ba1df43e793199fbc8,household_utilities,online_big,,reseller,148.60000000000002,13570,sao carlos,SP,home_appliances,2018-04-12,ce1a65abd0973638f1c887a6efcfa82d,organic_search
65783,9667c332775e4590e952d1ed2b4b5983,1,a8b3b0af05abaf1bc4d318debe51f3e1,02f623a8eb246f3c5f7c2f96462654e6,2018-07-23 04:20:57,140.0,23.78,ffdd99e05df27c02a2fb1669d49e0c76,56bf83c4bb35763a51c2baab501b4c67,sports_leisure,online_medium,,reseller,163.78,18611,botucatu,SP,health_beauty,2018-04-16,22c29808c4f815213303f8933030604c,organic_search
65839,96908b69c6dfbc8e2c29c2a2142a93a1,1,e205eb6683dbf1812c2338baf0575ed0,76ea5315acb3f5f7ade3cd261faf922a,2018-07-16 04:30:17,29.8,3.16,45b5846f3d142b0748d3dc2ab223ab6b,4ef15afb4b2723d8f3d81e51ec7afefe,car_accessories,online_big,,reseller,32.96,4213,sao paulo,SP,toys,2018-04-16,35c9b150ab36fe584c1f24fd458c453a,paid_search
65845,96950a428afc9ab7a40003d030e71cb7,1,f889fb87b505b73de10c18b93352469f,c70c1b0d8ca86052f45a432a38b73958,2018-06-13 14:01:55,110.32,13.21,7b6ad2297d3beb569ddf3ee1ce22ffa8,060c0a26f19f4d66b42e0d8796688490,health_beauty,online_medium,,reseller,123.53,13186,hortolandia,SP,health_beauty,2018-03-13,22c29808c4f815213303f8933030604c,paid_search
65846,96950a428afc9ab7a40003d030e71cb7,2,aa70ae9ee9a798d44ae6e00ce6d82cb1,c70c1b0d8ca86052f45a432a38b73958,2018-06-13 14:01:55,110.32,13.21,7b6ad2297d3beb569ddf3ee1ce22ffa8,060c0a26f19f4d66b42e0d8796688490,health_beauty,online_medium,,reseller,247.06,13186,hortolandia,SP,health_beauty,2018-03-13,22c29808c4f815213303f8933030604c,paid_search
65847,96950c37f6e45106dab4a4fd012e1ab9,1,60d60857503b0e721781320f4fa28acf,43402bdf22aa2310e8f99e2f94f78628,2018-07-09 04:51:52,189.99,80.56,5f1a8a8fddbc8a5ff4bf0f111dc69ff4,85fc447d336637ba1df43e793199fbc8,home_office_furniture,industry,,manufacturer,270.55,9434,ribeirao pires,SP,kitchen_dining_laundry_garden_furniture,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown
65860,9697d444ca3929fa6e055592b45a8033,1,4ae6bbbe40edd8689f356e7d822c6dd3,ffa6adafb71b807dc13159e26431354c,2018-04-12 15:48:35,159.0,61.17,a0a7ffa593070c447c15f66e0aab9785,6565aa9ce3178a5caf6171827af3a9ba,car_accessories,online_big,,manufacturer,220.17000000000002,86030,londrina,PR,cool_stuff,2018-02-14,ce1a65abd0973638f1c887a6efcfa82d,organic_search
65877,96a0411828c1774771b1c912e8dd813c,1,154358528b8fd5995d0d80abd3f4f08a,3ab971ce71839580d2ae5b4e40fe8044,2018-06-14 13:35:21,85.9,7.47,6dfdc6a7e91f5d20a16c956c33974ca5,2695de1affa7750089c0455f8ce27021,home_decor,online_big,,reseller,93.37,3210,sao paulo,SP,housewares,2018-04-04,40dec9f3d5259a3d2dbcdab2114fae47,organic_search
65881,96a35cb03c27e713024403b81eface30,1,08c63555bbee955cad9c6a9feab9e9d4,117cfc326c6d50da67ca858ff5c0c852,2018-05-08 17:31:50,94.9,18.24,d9734d3817f40bb704b7cc4984ec39b0,d3d1e91a157ea7f90548eef82f1955e3,household_utilities,online_medium,,reseller,113.14,25530,sao joao de meriti,RJ,housewares,2018-03-20,30077c17f2ec5010a82e37ad8925b95f,organic_search
66003,96d88a64577266cc2aad81a6ec153d72,1,06afd0d01616e40441e7f743cdc03a2e,850913d59ce317156b00f3705f1c3edb,2018-05-04 17:35:35,195.0,8.71,08fdf1038af7dd3070bdcd18922e23b2,d3d1e91a157ea7f90548eef82f1955e3,phone_mobile,online_medium,,reseller,203.71,12942,atibaia,SP,auto,2018-02-06,864a3926849a5f8043323b1a6ef0fb26,paid_search
66019,96e427c3f1f84bc2ae037b8ca5d22110,1,461f43be3bdf8844e65b62d9ac2c7a5a,7d13fca15225358621be4086e1eb0964,2018-05-11 15:13:49,118.0,18.71,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,136.71,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
66064,96fac65dca5efca83efce7194c1b8605,1,e9dd44f105ffdcb98405c94f1d0bbdd9,4a1f694197d05fe70026b016a7316b41,2018-08-02 04:05:17,32.99,19.46,503831c6265361a08aa4113b4d867178,4ef15afb4b2723d8f3d81e51ec7afefe,home_decor,online_medium,,reseller,52.45,13920,pedreira,SP,furniture_decor,2018-01-10,ce1a65abd0973638f1c887a6efcfa82d,paid_search
66099,9711d975b961355b4b5d636857e48498,1,4ba9263261711e19aa09a61e3ab72316,3d5d0dc7073a299e31fa718ce1bc00b6,2018-06-19 15:38:18,50.0,9.28,62e44187d92348c552952aa4bf152e90,4ef15afb4b2723d8f3d81e51ec7afefe,health_beauty,online_medium,,reseller,59.28,22785,rio de janeiro,RJ,small_appliances,2018-04-20,fa5a0151e1f37d0055a3478fbb48827a,paid_search
66116,971dae4156d63b465b28ce4e45afc849,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,2018-05-14 04:55:15,99.9,0.0,0b97be8b4b408a3a0780a32e0a143a7f,9ae085775a198122c5586fa830ff7f2b,watches,online_big,,reseller,99.9,14050,ribeirao preto,SP,watches_gifts,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown
66134,97281bb4f529a833c220982299fe4f34,1,776c13784f928afbe46070ae0151cf01,31be790e64fc99f8ff48ec2bd18a3104,2018-08-24 02:50:21,21.9,12.81,e2e3fb19cb1f4edf8c601bab9adbad86,a8387c01a09e99ce014107505b92388c,household_utilities,online_beginner,,reseller,34.71,9690,sao bernardo do campo,SP,housewares,2018-05-03,58326e62183c14b0c03085c33b9fdc44,social
66139,9729a585634ed0ce4a0f4e38763c31da,1,bd135e2d8464317f17a1eddd678e8860,bf00385a5f7fc1ef39a13c2e9ee50a5f,2018-07-25 17:45:17,32.9,8.98,de4dbaab116c6ce122ca050041e1546f,9ae085775a198122c5586fa830ff7f2b,audio_video_electronics,online_big,,reseller,41.879999999999995,1224,sao paulo,SP,computers_accessories,2018-02-07,88740e65d5d6b056e0cda098e1ea6313,social
